Date,AAPL,MSFT,GOOGL,AMZN,SPY
2020-01-03,-0.009769627599375566,-0.012529988217660645,-0.005245157791531638,-0.012213314472679244,-0.00760100367611516
2020-01-06,0.007936578948513687,0.0025812466299167643,0.0263051934029203,0.014775871094842,0.0038075197023405218
2020-01-07,-0.004714115021130753,-0.009159493680375603,-0.0019335453615383661,0.002089436023074214,-0.002815635091076503
2020-01-08,0.015958267861460047,0.01580290669196394,0.0070925852243482225,-0.007839287338238396,0.00531559398337283
2020-01-09,0.021018303172509814,0.012415448494263445,0.010443166021834155,0.0047876954600311996,0.006757457423272442
2020-01-10,0.0022584057968285873,-0.004637884773201991,0.006437907495268842,-0.009455156242405702,-0.0028817896399898134
2020-01-13,0.02113933300966248,0.011952613412142495,0.007716949277982985,0.0043132627393767525,0.006853830929440979
2020-01-14,-0.013595595944957637,-0.007067761956552964,-0.006576875745965773,-0.011625527046359843,-0.0015256399943892058
2020-01-15,-0.004294368453285863,0.006455170194571371,0.0060005523628096176,-0.003977024437111101,0.0022570568764333884
2020-01-16,0.012448682833830764,0.01815728008235922,0.007586358181898881,0.008513567549042408,0.008284077089997104
2020-01-17,0.011009745436684367,0.005581165776502076,0.020043752972501726,-0.007064556764163625,0.0031076446939021004
2020-01-21,-0.0067996898266502815,-0.0035970792122379377,0.0018436308963931992,0.014523546068980422,-0.0019600675493557213
2020-01-22,0.0035632088716019282,-0.004816257403117348,0.0010922804049243446,-0.0024024329949913796,0.000120773464502632
2020-01-23,0.004804395402440029,0.006136830167385532,0.0005523618417565714,-0.0015270766138826273,0.0011461233703085516
2020-01-24,-0.0028860720234326043,-0.010128065895300804,-0.012552428415167424,-0.012247117354347815,-0.00893289795715126
2020-01-27,-0.029846501682480795,-0.016864250951288847,-0.023769904884361308,-0.018049378179086813,-0.01615905309417425
2020-01-28,0.027896494540401162,0.01940619066865089,0.013024742914894642,0.013532388730052893,0.010424470616518538
2020-01-29,0.02071630149587019,0.015472291130022254,0.004265164347914911,0.002559818728975466,-0.0008264081247955498
2020-01-30,-0.001449949854330563,0.027817037422722696,-0.0016830255310686308,0.00680130777131683,0.0032403862741767443
2020-01-31,-0.04535192353153927,-0.014868684709438628,-0.014873799578386998,0.07119570893188107,-0.0183248420847456
2020-02-03,-0.0027498681239850552,0.024086526876476028,0.034180699660091116,-0.002252704013802056,0.007401084980024428
2020-02-04,0.03248022742481277,0.03238642871640874,-0.025404349539688155,0.022433811849720944,0.015126371453063132
2020-02-05,0.008121233854990565,-0.0012222689665235425,0.0004425450190299799,-0.004792703414039184,0.011481695031368573
2020-02-06,0.01162909337703406,0.020522100421684227,0.020479833155581394,0.005065879625856511,0.0033591729079238282
2020-02-07,-0.013686030854441554,0.0014147599603789448,0.002125089957648472,0.014069692433392624,-0.005343790765448054
2020-02-10,0.004738460087155408,0.025820494200411506,0.01978145174599017,0.02593435798738784,0.0074376073772081394
2020-02-11,-0.0060516950086725195,-0.02283406472919099,0.0009273073331393765,0.007883866478429244,0.0017315419175284513
2020-02-12,0.023470224566605906,0.001462653495334922,0.005659478640819533,0.004268347229322045,0.006421994536456378
2020-02-13,-0.007146544478677164,-0.005428587169381297,-0.0034565320779889335,-0.004700848772083054,-0.0010674888048252537
2020-02-14,0.0002461889770056964,0.008887467040380532,0.0035222318661662045,-0.007001620314183051,0.0016009039809118464
2020-02-18,-0.018480197230543585,0.01009213462037434,0.0004674557045547288,0.00969583372641929,-0.002580502807917575
2020-02-19,0.01437913286359817,0.0029943779506885863,0.003567224020873009,0.006726973190216665,0.0047699703579670285
2020-02-20,-0.010312060541435629,-0.015388966533608134,-0.005181002095740512,-0.007919906743473367,-0.004116699878069994
2020-02-21,-0.022895227666051118,-0.032123289141730064,-0.02235089120110444,-0.02689219882130043,-0.010351609883712195
2020-02-24,-0.04866550611637738,-0.04407239760606083,-0.04381901684266188,-0.042235023870589,-0.033727926399229606
2020-02-25,-0.03445907223507137,-0.01663946922344325,-0.023905374380081598,-0.018357980231590378,-0.030770737078691622
2020-02-26,0.01573879892836404,0.012417293663816614,0.0029890318179082533,0.0034663008478506324,-0.0036850970950166387
2020-02-27,-0.06760225382550755,-0.07306437703516606,-0.05584313873256476,-0.049333390430740226,-0.04595142818833577
2020-02-28,-0.0005854043160953913,0.02392460231607165,0.01831098836754116,-0.0002918893180325476,-0.0042103770813541695
2020-03-02,0.0890187242958007,0.06441886444492538,0.03454311854711541,0.03658851566405863,0.04239488233367732
2020-03-03,-0.03227493767758829,-0.049105644020924565,-0.035686060877262844,-0.023278669366774255,-0.029050484218133235
2020-03-04,0.04534111692911348,0.03605697694588677,0.03227550818273398,0.03441420829326915,0.041173991340614016
2020-03-05,-0.032974747224004786,-0.025415351980204844,-0.049588201525827706,-0.02656658154602768,-0.033806926917675034
2020-03-06,-0.013369401199630506,-0.02867437490441887,-0.014572018553686493,-0.011994572145720599,-0.016669111779724324
2020-03-09,-0.08239504023903978,-0.07017846536901204,-0.06368798661603517,-0.05430184971456644,-0.08131269634991813
2020-03-10,0.06954637102983523,0.06614728416360133,0.047685336107252556,0.04941384267449418,0.05045087420656426
2020-03-11,-0.035348089107991004,-0.0463603082893321,-0.05171557938432566,-0.03823045590680999,-0.04997693870870874
2020-03-12,-0.10397771372054557,-0.09964135136723977,-0.08560837467037147,-0.08253503819368388,-0.10056884730592514
2020-03-13,0.11315744239590683,0.1329287358026599,0.08838763069901552,0.06264454451479513,0.08202806402466226
2020-03-16,-0.13770806804186916,-0.15945333458799574,-0.12368451348852158,-0.0551930111496119,-0.11588662891326094
2020-03-17,0.043030911877630376,0.07912205946520892,0.04113647313829892,0.0679073394904408,0.052585105135008824
2020-03-18,-0.024784654903730812,-0.043008002347816786,-0.02432620751470724,0.012183223280898315,-0.051959749378620836
2020-03-19,-0.007691474719445125,0.016319337773228148,0.018594604097667354,0.027450380856149387,0.0021225615731616065
2020-03-20,-0.06559021043670381,-0.038281973123020174,-0.03987904009498029,-0.018696493799985447,-0.044050059231503985
2020-03-23,-0.0214731293530094,-0.01002492900221659,-0.01326862827727708,0.03027242280070844,-0.02590094758714144
2020-03-24,0.0956058532847624,0.08699926011305699,0.06951076313416786,0.019397213114498144,0.08673094138518446
2020-03-25,-0.005523939394201015,-0.00961872759467664,-0.025444656039386462,-0.02836614678504326,0.014859317284318298
2020-03-26,0.05128500843500064,0.06067285294553936,0.0541522315378908,0.036267437779002064,0.056748683579459364
2020-03-27,-0.042283574810685176,-0.041927557382283924,-0.04633983900584386,-0.028734293362178226,-0.03023823094335324
2020-03-30,0.028138352727246917,0.0679765898240324,0.031953822811311844,0.03305128565768252,0.03195954719692458
2020-03-31,-0.00204279413160716,-0.015852071872880936,0.013551507293583556,-0.0072719999659999635,-0.015017632637319407
2020-04-01,-0.05405200854681576,-0.03615391664954124,-0.052882161702915716,-0.02178742279295421,-0.046048982522894355
2020-04-02,0.016548983488767533,0.020496841333523044,0.013456004620938143,0.005817252037933856,0.022813138304440168
