Date,Portfolio Return
2020-01-03,-0.009826698774712745
2020-01-06,0.011226421264394125
2020-01-07,-0.0037187875521770696
2020-01-08,0.008322512613915246
2020-01-09,0.01208035595539363
2020-01-10,-0.0014864984575197046
2020-01-13,0.01136441210186729
2020-01-14,-0.008958884033281694
2020-01-15,0.0011706117081044193
2020-01-16,0.011699883584235465
2020-01-17,0.0070543315143544415
2020-01-21,0.0004782363784170975
2020-01-22,-0.0005632153044419987
2020-01-23,0.002654975775062034
2020-01-24,-0.009106733429301527
2020-01-27,-0.02165745008054946
2020-01-28,0.01817954469290437
2020-01-29,0.010329503959371633
2020-01-30,0.007939466967565346
2020-01-31,-0.0056232543980202195
2020-02-03,0.012459872315382998
2020-02-04,0.017135193642618247
2020-02-05,0.0020028790462517723
2020-02-06,0.013482858296759536
2020-02-07,-0.0003632403218522384
2020-02-10,0.017526661256288146
2020-02-11,-0.005286050980399307
2020-02-12,0.00886098414315916
2020-02-13,-0.004882007962511538
2020-02-14,0.0017476267128343722
2020-02-18,-0.0003224080471392647
2020-02-19,0.006879214181586327
2020-02-20,-0.009457108524410717
2020-02-21,-0.024638408194797484
2020-02-24,-0.04376807671318269
2020-02-25,-0.024304379994832214
2020-02-26,0.007961579971695278
2020-02-27,-0.060797106366662974
2020-02-28,0.009017581601760371
2020-03-02,0.05682521226078407
2020-03-03,-0.03504313989524895
2020-03-04,0.03780486589801209
2020-03-05,-0.033209174107190986
2020-03-06,-0.017491173343866195
2020-03-09,-0.0698726133031251
2020-03-10,0.05838833697536491
2020-03-11,-0.04341400027842878
2020-03-12,-0.09459033357534992
2020-03-13,0.09993078599487004
2020-03-16,-0.12165451847641902
2020-03-17,0.05760551587495865
2020-03-18,-0.024572736097510765
2020-03-19,0.011578218911525266
2020-03-20,-0.04208815859207454
2020-03-23,-0.007063850442834369
2020-03-24,0.0721059677377065
2020-03-25,-0.013061895583673528
2020-03-26,0.05174826756645951
2020-03-27,-0.03909143261618202
2020-03-30,0.04022571205131116
2020-03-31,-0.004719578299337246
2020-04-01,-0.04209029645055267
2020-04-02,0.015397421367791061
2020-04-03,-0.01307230175609057
2020-04-06,0.0705813014804193
2020-04-07,-0.004226400057433546
2020-04-08,0.019304121899074832
2020-04-09,0.0032282567360227246
2020-04-13,0.01711800059055506
2020-04-14,0.04644242504933411
2020-04-15,-0.006208482219338628
2020-04-16,0.01840197621663323
2020-04-17,0.002069582387642137
2020-04-20,-0.013276065484486692
2020-04-21,-0.034964384386475866
2020-04-22,0.028149171360037268
2020-04-23,0.0010157703338123615
2020-04-24,0.014771220506848837
2020-04-27,-0.0028701068791310578
2020-04-28,-0.022108578670616715
2020-04-29,0.043677096792368086
2020-04-30,0.01581238405901459
2020-05-01,-0.033513330481567453
2020-05-04,0.013277932815636282
2020-05-05,0.011380254919884628
2020-05-06,0.006669431311636742
2020-05-07,0.010120175754706102
2020-05-08,0.012186852186747131
2020-05-11,0.011913841733434112
2020-05-12,-0.019073240646302926
2020-05-13,-0.01164568482686889
2020-05-14,0.006824501705312557
2020-05-15,0.006710525269750445
2020-05-18,0.01432050796767045
2020-05-19,-0.003887672312600305
2020-05-20,0.018869459085693208
2020-05-21,-0.010069021872575237
2020-05-22,0.002016225192526688
2020-05-26,-0.0032208963695651454
2020-05-27,0.0017911832134627859
2020-05-28,-0.0016989091580433657
2020-05-29,0.008289336169217886
2020-06-01,0.005407692646848597
2020-06-02,0.005952608208919938
2020-06-03,0.0033614931974283455
2020-06-04,-0.010677288524780849
2020-06-05,0.020750411009916973
2020-06-08,0.00861076149511685
2020-06-09,0.01547979535715882
2020-06-10,0.020177576168816495
2020-06-11,-0.04767819588423258
2020-06-12,0.0058564416538821155
2020-06-15,0.008860754258104333
2020-06-16,0.021371697492911835
2020-06-17,0.002893474801460107
2020-06-18,0.0012305723179880381
2020-06-19,-0.0032482271552470646
2020-06-22,0.020445747572359552
2020-06-23,0.012926054032856306
2020-06-24,-0.018629959882532507
2020-06-25,0.010142564238833631
2020-06-26,-0.031003178657287397
2020-06-29,0.01391763866658187
2020-06-30,0.01839375328958109
2020-07-01,0.013539272654867453
2020-07-02,0.007088229490103291
2020-07-06,0.028676753026528737
2020-07-07,-0.009798517297468383
2020-07-08,0.01911182772216597
2020-07-09,0.010722822311109884
2020-07-10,0.004444232502813557
